COMMODITY,Description
85594140,"Occlusion of ileum with intraluminal device, percutaneous approach"
85594141,"Occlusion of ileum with extraluminal device, percutaneous approach"
85594142,"Occlusion of jejunum, percutaneous approach"
85594143,"Occlusion of jejunum with intraluminal device, percutaneous approach"
85594144,"Occlusion of jejunum with extraluminal device, percutaneous approach"
85594145,"Occlusion of duodenum, percutaneous approach"
85594146,"Occlusion of duodenum with intraluminal device, percutaneous approach"
85594147,"Occlusion of duodenum with extraluminal device, percutaneous approach"
85594148,"Occlusion of small intestine, percutaneous approach"
85594149,"Occlusion of small intestine with intraluminal device, percutaneous approach"
85594150,"Occlusion of small intestine with extraluminal device, percutaneous approach"
85594201,"Inspection of upper intestinal tract, percutaneous approach"
85594202,"Insertion of feeding device into ileum, percutaneous approach"
85594203,"Insertion of intraluminal device into ileum, percutaneous approach"
85594204,"Insertion of infusion device into ileum, percutaneous approach"
85594205,"Insertion of monitoring device into ileum, percutaneous approach"
85594206,"Insertion of feeding device into jejunum, percutaneous approach"
85594207,"Insertion of intraluminal device into jejunum, percutaneous approach"
85594208,"Insertion of infusion device into jejunum, percutaneous approach"
85594209,"Insertion of monitoring device into jejunum, percutaneous approach"
85594210,"Insertion of feeding device into duodenum, percutaneous approach"
85594211,"Insertion of intraluminal device into duodenum, percutaneous approach"
85594212,"Insertion of infusion device into duodenum, percutaneous approach"
85594213,"Insertion of monitoring device into duodenum, percutaneous approach"
85594214,"Insertion of feeding device into small intestine, percutaneous approach"
85594215,"Insertion of intraluminal device into small intestine, percutaneous approach"
85594216,"Insertion of infusion device into small intestine, percutaneous approach"
85594217,"Insertion of monitoring device into small intestine, percutaneous approach"
85594218,"Fragmentation in ileum, percutaneous approach"
85594219,"Fragmentation in jejunum, percutaneous approach"
85594220,"Fragmentation in duodenum, percutaneous approach"
85594221,"Fragmentation in small intestine, percutaneous approach"
85594222,"Extirpation of matter from ileum, percutaneous approach"
85594223,"Extirpation of matter from jejunum, percutaneous approach"
85594224,"Extirpation of matter from duodenum, percutaneous approach"
85594225,"Extirpation of matter from small intestine, percutaneous approach"
85594226,"Excision of ileum, percutaneous approach"
85594227,"Excision of jejunum, percutaneous approach"
85594228,"Excision of duodenum, percutaneous approach"
85594229,"Excision of small intestine, percutaneous approach"
85594230,"Drainage of ileum, percutaneous approach"
85594231,"Drainage of ileum with drainage device, percutaneous approach"
85594232,"Drainage of jejunum, percutaneous approach"
85594233,"Drainage of jejunum with drainage device, percutaneous approach"
85594234,"Drainage of duodenum, percutaneous approach"
85594235,"Drainage of duodenum with drainage device, percutaneous approach"
85594236,"Drainage of small intestine, percutaneous approach"
85594237,"Drainage of small intestine with drainage device, percutaneous approach"
85594238,"Dilation of ileum, percutaneous approach"
85594239,"Dilation of ileum with intraluminal device, percutaneous approach"
85594240,"Dilation of jejunum, percutaneous approach"
85594241,"Dilation of jejunum with intraluminal device, percutaneous approach"
85594242,"Dilation of duodenum, percutaneous approach"
85594243,"Dilation of duodenum with intraluminal device, percutaneous approach"
85594244,"Dilation of small intestine, percutaneous approach"
85594245,"Dilation of small intestine with intraluminal device, percutaneous approach"
85594246,"Destruction of ileum, percutaneous approach"
85594247,"Destruction of jejunum, percutaneous approach"
85594248,"Destruction of duodenum, percutaneous approach"
85594249,"Destruction of small intestine, percutaneous approach"
85594250,"Bypass ileum to cutaneous with synthetic substitute, percutaneous approach"
85594251,"Bypass jejunum to cutaneous with synthetic substitute, percutaneous approach"
85594252,"Bypass duodenum to cutaneous with synthetic substitute, percutaneous approach"
85594301,"Transfer small intestine to esophagus, percutaneous endoscopic approach"
85594302,"Revision of nonautologous tissue substitute in small intestine, percutaneous endoscopic approach"
85594303,"Revision of synthetic substitute in small intestine, percutaneous endoscopic approach"
85594304,"Revision of autologous tissue substitute in small intestine, percutaneous endoscopic approach"
85594305,"Revision of feeding device in upper intestinal tract, percutaneous endoscopic approach"
85594306,"Revision of nonautologous tissue substitute in upper intestinal tract, percutaneous endoscopic approach"
85594307,"Revision of synthetic substitute in upper intestinal tract, percutaneous endoscopic approach"
85594308,"Revision of intraluminal device in upper intestinal tract, percutaneous endoscopic approach"
85594309,"Revision of extraluminal device in upper intestinal tract, percutaneous endoscopic approach"
85594310,"Revision of autologous tissue substitute in upper intestinal tract, percutaneous endoscopic approach"
85594311,"Revision of infusion device in upper intestinal tract, percutaneous endoscopic approach"
85594312,"Revision of monitoring device in upper intestinal tract, percutaneous endoscopic approach"
85594313,"Revision of drainage device in upper intestinal tract, percutaneous endoscopic approach"
85594314,"Restriction of ileum, percutaneous endoscopic approach"
85594315,"Restriction of ileum with intraluminal device, percutaneous endoscopic approach"
85594316,"Restriction of ileum with extraluminal device, percutaneous endoscopic approach"
85594317,"Restriction of jejunum, percutaneous endoscopic approach"
85594318,"Restriction of jejunum with intraluminal device, percutaneous endoscopic approach"
85594319,"Restriction of jejunum with extraluminal device, percutaneous endoscopic approach"
85594320,"Restriction of duodenum, percutaneous endoscopic approach"
85594321,"Restriction of duodenum with intraluminal device, percutaneous endoscopic approach"
85594322,"Restriction of duodenum with extraluminal device, percutaneous endoscopic approach"
85594323,"Restriction of small intestine, percutaneous endoscopic approach"
85594324,"Restriction of small intestine with intraluminal device, percutaneous endoscopic approach"
85594325,"Restriction of small intestine with extraluminal device, percutaneous endoscopic approach"
85594326,"Supplement ileum with nonautologous tissue substitute, percutaneous endoscopic approach"
85594327,"Supplement ileum with synthetic substitute, percutaneous endoscopic approach"
85594328,"Supplement ileum with autologous tissue substitute, percutaneous endoscopic approach"
85594329,"Supplement jejunum with nonautologous tissue substitute, percutaneous endoscopic approach"
85594330,"Supplement jejunum with synthetic substitute, percutaneous endoscopic approach"
85594331,"Supplement jejunum with autologous tissue substitute, percutaneous endoscopic approach"
85594332,"Supplement duodenum with nonautologous tissue substitute, percutaneous endoscopic approach"
85594333,"Supplement duodenum with synthetic substitute, percutaneous endoscopic approach"
85594334,"Supplement duodenum with autologous tissue substitute, percutaneous endoscopic approach"
85594335,"Supplement small intestine with nonautologous tissue substitute, percutaneous endoscopic approach"
85594336,"Supplement small intestine with synthetic substitute, percutaneous endoscopic approach"
85594337,"Supplement small intestine with autologous tissue substitute, percutaneous endoscopic approach"
85594338,"Resection of ileum, percutaneous endoscopic approach"
85594339,"Resection of jejunum, percutaneous endoscopic approach"
85594340,"Resection of duodenum, percutaneous endoscopic approach"
85594341,"Resection of small intestine, percutaneous endoscopic approach"
85594342,"Reposition ileum, percutaneous endoscopic approach"
85594343,"Reposition jejunum, percutaneous endoscopic approach"
85594344,"Reposition duodenum, percutaneous endoscopic approach"
85594345,"Repair ileum, percutaneous endoscopic approach"
85594346,"Repair jejunum, percutaneous endoscopic approach"
85594347,"Repair duodenum, percutaneous endoscopic approach"
85594348,"Repair small intestine, percutaneous endoscopic approach"
85594349,"Removal of feeding device from upper intestinal tract, percutaneous endoscopic approach"
85594350,"Removal of nonautologous tissue substitute from upper intestinal tract, percutaneous endoscopic approach"
85594351,"Removal of synthetic substitute from upper intestinal tract, percutaneous endoscopic approach"
